   8.2500000e+02   8.3875050e-01
   8.2510421e+02   8.4005036e-01
   8.2520842e+02   8.4122402e-01
   8.2531263e+02   8.4227368e-01
   8.2541683e+02   8.4320120e-01
   8.2552104e+02   8.4400819e-01
   8.2562525e+02   8.4469593e-01
   8.2572946e+02   8.4526545e-01
   8.2583367e+02   8.4571748e-01
   8.2593788e+02   8.4605246e-01
   8.2604208e+02   8.4627054e-01
   8.2614629e+02   8.4637159e-01
   8.2625050e+02   8.4635520e-01
   8.2635471e+02   8.4622063e-01
   8.2645892e+02   8.4596687e-01
   8.2656313e+02   8.4559257e-01
   8.2666733e+02   8.4509608e-01
   8.2677154e+02   8.4447541e-01
   8.2687575e+02   8.4372824e-01
   8.2697996e+02   8.4285189e-01
   8.2708417e+02   8.4184331e-01
   8.2718838e+02   8.4069905e-01
   8.2729259e+02   8.3941528e-01
   8.2739679e+02   8.3798773e-01
   8.2750100e+02   8.3641169e-01
   8.2760521e+02   8.3468197e-01
   8.2770942e+02   8.3279288e-01
   8.2781363e+02   8.3073820e-01
   8.2791784e+02   8.2851116e-01
   8.2802204e+02   8.2610437e-01
   8.2812625e+02   8.2350984e-01
   8.2823046e+02   8.2071888e-01
   8.2833467e+02   8.1772208e-01
   8.2843888e+02   8.1450927e-01
   8.2854309e+02   8.1106947e-01
   8.2864729e+02   8.0739083e-01
   8.2875150e+02   8.0346056e-01
   8.2885571e+02   7.9926492e-01
   8.2895992e+02   7.9478909e-01
   8.2906413e+02   7.9001715e-01
   8.2916834e+02   7.8493203e-01
   8.2927255e+02   7.7951538e-01
   8.2937675e+02   7.7374757e-01
   8.2948096e+02   7.6760760e-01
   8.2958517e+02   7.6107303e-01
   8.2968938e+02   7.5411993e-01
   8.2979359e+02   7.4672284e-01
   8.2989780e+02   7.3885475e-01
   8.3000200e+02   7.3048705e-01
   8.3010621e+02   7.2158955e-01
   8.3021042e+02   7.1213055e-01
   8.3031463e+02   7.0207687e-01
   8.3041884e+02   6.9139400e-01
   8.3052305e+02   6.8004628e-01
   8.3062725e+02   6.6799716e-01
   8.3073146e+02   6.5520956e-01
   8.3083567e+02   6.4164634e-01
   8.3093988e+02   6.2727087e-01
   8.3104409e+02   6.1204781e-01
   8.3114830e+02   5.9594403e-01
   8.3125251e+02   5.7892973e-01
   8.3135671e+02   5.6097983e-01
   8.3146092e+02   5.4207554e-01
   8.3156513e+02   5.2220622e-01
   8.3166934e+02   5.0137152e-01
   8.3177355e+02   4.7958371e-01
   8.3187776e+02   4.5687023e-01
   8.3198196e+02   4.3327639e-01
   8.3208617e+02   4.0886803e-01
   8.3219038e+02   3.8373414e-01
   8.3229459e+02   3.5798911e-01
   8.3239880e+02   3.3177439e-01
   8.3250301e+02   3.0525942e-01
   8.3260721e+02   2.7864137e-01
   8.3271142e+02   2.5214347e-01
   8.3281563e+02   2.2601176e-01
   8.3291984e+02   2.0051004e-01
   8.3302405e+02   1.7591293e-01
   8.3312826e+02   1.5249743e-01
   8.3323246e+02   1.3053306e-01
   8.3333667e+02   1.1027128e-01
   8.3344088e+02   9.1934878e-02
   8.3354509e+02   7.5708082e-02
   8.3364930e+02   6.1728219e-02
   8.3375351e+02   5.0079608e-02
   8.3385772e+02   4.0790199e-02
   8.3396192e+02   3.3831180e-02
   8.3406613e+02   2.9119506e-02
   8.3417034e+02   2.6522997e-02
   8.3427455e+02   2.5867480e-02
   8.3437876e+02   2.6945264e-02
   8.3448297e+02   2.9524242e-02
   8.3458717e+02   3.3356938e-02
   8.3469138e+02   3.8188948e-02
   8.3479559e+02   4.3766350e-02
   8.3489980e+02   4.9841857e-02
   8.3500401e+02   5.6179597e-02
   8.3510822e+02   6.2558581e-02
   8.3521242e+02   6.8774960e-02
   8.3531663e+02   7.4643277e-02
   8.3542084e+02   7.9996942e-02
   8.3552505e+02   8.4688149e-02
   8.3562926e+02   8.8587488e-02
   8.3573347e+02   9.1583461e-02
   8.3583768e+02   9.3582127e-02
   8.3594188e+02   9.4507068e-02
   8.3604609e+02   9.4299872e-02
   8.3615030e+02   9.2921339e-02
   8.3625451e+02   9.0353607e-02
   8.3635872e+02   8.6603413e-02
   8.3646293e+02   8.1706685e-02
   8.3656713e+02   7.5734694e-02
   8.3667134e+02   6.8801889e-02
   8.3677555e+02   6.1075499e-02
   8.3687976e+02   5.2786736e-02
   8.3698397e+02   4.4243179e-02
   8.3708818e+02   3.5841355e-02
   8.3719238e+02   2.8077889e-02
   8.3729659e+02   2.1556654e-02
   8.3740080e+02   1.6988389e-02
   8.3750501e+02   1.5178365e-02
   8.3760922e+02   1.6997407e-02
   8.3771343e+02   2.3332512e-02
   8.3781764e+02   3.5015990e-02
   8.3792184e+02   5.2736942e-02
   8.3802605e+02   7.6945301e-02
   8.3813026e+02   1.0776492e-01
   8.3823447e+02   1.4493553e-01
   8.3833868e+02   1.8780111e-01
   8.3844289e+02   2.3535319e-01
   8.3854709e+02   2.8632455e-01
   8.3865130e+02   3.3931565e-01
   8.3875551e+02   3.9292879e-01
   8.3885972e+02   4.4588560e-01
   8.3896393e+02   4.9711084e-01
   8.3906814e+02   5.4577641e-01
   8.3917234e+02   5.9130856e-01
   8.3927655e+02   6.3336776e-01
   8.3938076e+02   6.7181210e-01
   8.3948497e+02   7.0665406e-01
   8.3958918e+02   7.3801808e-01
   8.3969339e+02   7.6610304e-01
   8.3979760e+02   7.9115177e-01
   8.3990180e+02   8.1342768e-01
   8.4000601e+02   8.3319800e-01
   8.4011022e+02   8.5072241e-01
   8.4021443e+02   8.6624594e-01
   8.4031864e+02   8.7999490e-01
   8.4042285e+02   8.9217518e-01
   8.4052705e+02   9.0297194e-01
   8.4063126e+02   9.1255024e-01
   8.4073547e+02   9.2105638e-01
   8.4083968e+02   9.2861936e-01
   8.4094389e+02   9.3535257e-01
   8.4104810e+02   9.4135545e-01
   8.4115230e+02   9.4671508e-01
   8.4125651e+02   9.5150764e-01
   8.4136072e+02   9.5579974e-01
   8.4146493e+02   9.5964964e-01
   8.4156914e+02   9.6310830e-01
   8.4167335e+02   9.6622035e-01
   8.4177756e+02   9.6902488e-01
   8.4188176e+02   9.7155616e-01
   8.4198597e+02   9.7384429e-01
   8.4209018e+02   9.7591572e-01
   8.4219439e+02   9.7779375e-01
   8.4229860e+02   9.7949889e-01
   8.4240281e+02   9.8104925e-01
   8.4250701e+02   9.8246086e-01
   8.4261122e+02   9.8374786e-01
   8.4271543e+02   9.8492284e-01
   8.4281964e+02   9.8599693e-01
   8.4292385e+02   9.8698004e-01
   8.4302806e+02   9.8788101e-01
   8.4313226e+02   9.8870770e-01
   8.4323647e+02   9.8946713e-01
   8.4334068e+02   9.9016558e-01
   8.4344489e+02   9.9080868e-01
   8.4354910e+02   9.9140147e-01
   8.4365331e+02   9.9194848e-01
   8.4375752e+02   9.9245376e-01
   8.4386172e+02   9.9292100e-01
   8.4396593e+02   9.9335348e-01
   8.4407014e+02   9.9375419e-01
   8.4417435e+02   9.9412581e-01
   8.4427856e+02   9.9447078e-01
   8.4438277e+02   9.9479132e-01
   8.4448697e+02   9.9508940e-01
   8.4459118e+02   9.9536686e-01
   8.4469539e+02   9.9562534e-01
   8.4479960e+02   9.9586634e-01
   8.4490381e+02   9.9609123e-01
   8.4500802e+02   9.9630125e-01
   8.4511222e+02   9.9649754e-01
   8.4521643e+02   9.9668115e-01
   8.4532064e+02   9.9685301e-01
   8.4542485e+02   9.9701400e-01
   8.4552906e+02   9.9716493e-01
   8.4563327e+02   9.9730650e-01
   8.4573747e+02   9.9743941e-01
   8.4584168e+02   9.9756426e-01
   8.4594589e+02   9.9768163e-01
   8.4605010e+02   9.9779203e-01
   8.4615431e+02   9.9789594e-01
   8.4625852e+02   9.9799381e-01
   8.4636273e+02   9.9808604e-01
   8.4646693e+02   9.9817302e-01
   8.4657114e+02   9.9825508e-01
   8.4667535e+02   9.9833256e-01
   8.4677956e+02   9.9840576e-01
   8.4688377e+02   9.9847494e-01
